sequence_id,timestep,speed_kmh,fc_temp_c,battery_soc,motor_power_w,h2_pressure_bar,battery_temp_c,label,anomaly_type
117,9,74.44,63.33,0.4037,5820.6,574.96,39.79,0,normal
117,10,38.59,59.68,0.726,8257.9,688.46,30.17,0,normal
117,11,46.37,40.54,0.7834,3580.9,608.02,37.62,0,normal
117,12,71.03,45.54,0.9251,8038.2,377.4,23.35,0,normal
117,13,49.46,44.39,0.4861,1712.6,609.72,38.96,0,normal
117,14,31.99,49.38,0.3108,9490.0,603.62,35.15,0,normal
117,15,79.51,66.08,0.698,4224.1,639.81,34.73,0,normal
117,16,39.69,46.31,0.5002,8041.6,518.84,37.76,0,normal
117,17,37.39,64.04,0.3588,1128.3,607.18,37.96,0,normal
117,18,22.13,56.02,0.3613,11098.6,543.51,33.61,0,normal
117,19,65.54,66.75,0.5631,10792.9,548.42,27.11,0,normal
117,20,46.32,40.04,0.7198,9944.9,697.27,32.2,0,normal
117,21,65.47,54.08,0.7192,7073.2,484.67,21.79,0,normal
117,22,38.4,49.27,0.5019,1807.1,430.56,23.06,0,normal
117,23,53.93,62.32,0.4039,8121.2,515.99,37.18,0,normal
117,24,65.98,53.6,0.6503,11051.4,657.48,23.52,0,normal
117,25,38.4,41.11,0.4809,8990.8,696.51,24.39,0,normal
117,26,66.82,54.8,0.7905,8479.3,600.17,31.75,0,normal
117,27,78.72,54.46,0.6058,11919.1,600.02,22.97,0,normal
117,28,46.09,53.08,0.9146,8685.5,551.63,37.47,0,normal
117,29,76.43,59.77,0.9492,3524.9,426.76,37.81,0,normal
117,30,50.16,52.95,0.8973,2076.0,698.84,27.98,0,normal
117,31,33.48,57.9,0.7497,6189.9,580.33,20.15,0,normal
117,32,78.43,65.88,0.9795,4824.4,661.41,30.26,0,normal
117,33,23.41,69.66,0.936,4079.0,679.25,25.27,0,normal
117,34,33.6,56.92,0.6866,1774.7,371.9,24.76,0,normal
117,35,29.1,46.39,0.7741,2197.4,542.56,24.6,0,normal
117,36,37.39,49.18,0.9606,4294.4,643.41,29.85,0,normal
117,37,28.95,63.04,0.5893,2861.0,463.37,20.17,0,normal
117,38,78.99,62.11,0.4501,5777.9,393.71,23.87,0,normal
117,39,26.31,46.83,0.3461,10044.1,360.76,24.61,0,normal
117,40,65.83,41.9,0.5973,6906.7,520.94,29.0,0,normal
117,41,35.91,65.61,0.4654,11190.7,408.29,24.82,0,normal
117,42,26.36,42.76,0.5488,4242.4,353.15,21.49,0,normal
117,43,78.6,46.24,0.3124,2378.6,364.38,24.63,0,normal
117,44,57.64,49.07,0.8605,2163.7,441.97,22.36,0,normal
117,45,69.82,58.49,0.4811,10078.5,454.17,23.6,0,normal
117,46,37.94,61.63,0.5466,1825.4,686.66,24.59,0,normal
117,47,60.73,41.36,0.536,2236.9,604.48,38.08,0,normal
117,48,22.17,59.17,0.9526,1925.3,630.78,39.85,0,normal
117,49,54.59,55.11,0.6261,4656.9,540.33,27.03,0,normal
118,0,23.01,50.52,0.5543,11895.1,555.29,25.41,0,normal
118,1,27.67,56.2,0.6879,9375.7,390.96,31.11,0,normal
118,2,55.29,43.58,0.9815,1271.4,444.29,20.96,0,normal
118,3,21.61,59.48,0.5479,8848.4,389.81,34.1,0,normal
118,4,59.95,63.67,0.3699,6209.4,461.06,39.39,0,normal
118,5,31.81,56.36,0.565,4753.0,457.68,33.6,0,normal
118,6,26.93,51.15,0.538,1801.2,526.04,22.04,0,normal
118,7,29.1,40.49,0.809,4645.0,475.94,31.64,0,normal
118,8,66.12,61.12,0.4511,10729.2,546.84,35.2,0,normal
118,9,72.16,42.39,0.466,8470.9,593.51,20.19,0,normal
118,10,69.32,53.86,0.9961,2598.2,472.56,22.41,0,normal
118,11,35.56,63.94,0.7491,2987.2,395.1,25.16,0,normal
118,12,26.71,53.6,0.8509,10083.9,572.3,29.29,0,normal
118,13,60.19,40.92,0.6271,6671.0,413.76,34.39,0,normal
118,14,55.38,64.4,0.9896,7775.8,514.52,38.6,0,normal
118,15,54.07,69.64,0.5015,6534.4,630.26,20.75,0,normal
118,16,56.95,55.17,0.6586,4364.4,542.72,22.29,0,normal
118,17,48.29,51.02,0.921,4352.6,656.54,38.95,0,normal
118,18,26.25,49.17,0.5933,9080.4,412.87,31.97,0,normal
118,19,44.91,45.48,0.8956,11172.5,563.28,24.01,0,normal
118,20,73.67,40.73,0.5415,9845.8,524.71,25.11,0,normal
118,21,68.53,67.67,0.7144,7743.2,409.86,39.13,0,normal
118,22,63.4,60.07,0.7614,3714.6,396.32,33.29,0,normal
118,23,36.76,49.83,0.6603,8357.3,434.18,23.53,0,normal
118,24,38.66,67.54,0.6701,5593.0,445.38,37.24,0,normal
118,25,29.38,41.83,0.6756,3091.6,566.39,20.75,0,normal
118,26,70.73,51.15,0.7506,7219.7,473.9,26.78,0,normal
118,27,54.61,65.27,0.7871,2276.0,632.99,32.85,0,normal
118,28,23.71,65.7,0.7109,2481.3,652.58,29.41,0,normal
118,29,49.44,49.44,0.6873,6094.6,616.18,33.46,0,normal
118,30,49.33,62.85,0.9223,2813.2,640.13,33.64,0,normal
118,31,71.04,68.92,0.973,5670.8,421.16,21.8,0,normal
118,32,77.43,61.65,0.898,10448.1,653.84,23.61,0,normal
118,33,71.75,57.76,0.7185,3614.8,573.47,38.41,0,normal
118,34,23.98,64.57,0.3351,2032.4,367.72,37.78,0,normal
118,35,71.59,64.72,0.964,1413.0,519.87,29.9,0,normal
118,36,55.32,50.68,0.6562,3805.4,400.8,38.47,0,normal
118,37,39.05,55.53,0.8079,10728.3,670.16,33.65,0,normal
118,38,28.69,55.91,0.367,1097.2,607.42,29.05,0,normal
118,39,56.63,64.69,0.4938,7702.7,361.17,21.41,0,normal
118,40,73.62,52.57,0.373,6304.6,398.88,35.08,0,normal
118,41,52.01,55.06,0.738,1589.9,647.0,26.92,0,normal
118,42,21.5,66.71,0.8544,11042.7,491.83,25.13,0,normal
118,43,36.36,58.07,0.7137,4354.3,597.84,31.06,0,normal
118,44,36.38,58.74,0.8229,9277.3,599.16,39.64,0,normal
118,45,71.13,67.97,0.8247,10708.5,574.68,20.01,0,normal
118,46,59.79,59.81,0.6864,5698.5,530.6,20.41,0,normal
118,47,27.49,57.74,0.5292,2465.1,662.03,32.97,0,normal
118,48,42.28,42.79,0.8056,9160.3,436.3,31.99,0,normal
118,49,54.71,66.82,0.9769,11693.3,576.72,34.69,0,normal
119,0,67.71,49.41,0.505,4956.3,638.49,35.25,0,normal
119,1,51.11,45.79,0.6279,4865.8,359.79,34.54,0,normal
119,2,62.89,68.5,0.607,7229.5,412.13,35.48,0,normal
119,3,39.87,63.63,0.8968,4959.2,661.85,26.73,0,normal
119,4,65.64,48.5,0.5986,11769.1,355.24,27.61,0,normal
119,5,71.22,66.87,0.9523,6136.7,505.69,23.92,0,normal
119,6,21.95,42.36,0.4713,3521.7,354.68,23.07,0,normal
119,7,35.98,66.03,0.3001,6894.5,467.86,20.23,0,normal
119,8,31.02,69.48,0.3573,9069.1,528.42,33.21,0,normal
119,9,21.48,48.69,0.4808,3337.6,372.73,38.64,0,normal
119,10,49.34,41.45,0.8059,7332.8,638.17,28.56,0,normal
119,11,63.79,51.52,0.3774,5313.9,359.04,36.84,0,normal
119,12,50.41,59.79,0.6955,1211.2,663.02,39.81,0,normal
119,13,65.23,62.28,0.5153,3243.8,591.76,26.31,0,normal
119,14,26.46,55.32,0.6524,10330.7,403.56,34.38,0,normal
119,15,64.24,52.94,0.7938,2725.9,658.94,36.84,0,normal
119,16,37.82,58.42,0.5799,1780.6,536.75,37.02,0,normal
119,17,74.05,46.99,0.9662,5167.8,685.61,24.9,0,normal
119,18,49.34,45.15,0.7694,7108.7,378.84,20.54,0,normal
119,19,45.67,44.34,0.8738,2087.4,390.06,39.65,0,normal
119,20,77.95,66.61,0.924,5881.9,427.83,39.56,0,normal
119,21,46.5,41.01,0.9032,5888.1,398.82,37.49,0,normal
119,22,24.69,61.93,0.9582,8466.6,475.52,35.51,0,normal
119,23,62.52,56.58,0.6686,9726.2,396.27,38.67,0,normal
119,24,43.04,58.6,0.4736,10978.9,533.2,35.46,0,normal
119,25,60.22,69.19,0.9189,10884.5,372.71,30.68,0,normal
119,26,67.99,44.69,0.9486,8847.6,388.74,38.67,0,normal
119,27,70.95,69.86,0.8523,9498.1,524.56,23.95,0,normal
119,28,22.76,57.9,0.6479,10551.8,680.69,20.6,0,normal
119,29,29.65,53.62,0.3026,7161.3,391.91,37.18,0,normal
119,30,66.7,63.08,0.9959,8660.2,396.3,35.62,0,normal
119,31,35.05,67.66,0.8162,11177.8,682.67,33.35,0,normal
119,32,52.58,58.54,0.4472,4570.2,459.58,34.32,0,normal
119,33,47.44,63.71,0.3131,3643.2,542.37,34.79,0,normal
119,34,60.12,45.44,0.7324,4118.8,676.4,30.99,0,normal
119,35,50.79,62.9,0.7149,5346.2,571.46,27.42,0,normal
119,36,59.59,59.46,0.8764,1739.9,554.11,32.01,0,normal
119,37,32.32,44.91,0.727,5823.2,496.47,31.45,0,normal
119,38,45.57,56.17,0.4593,10935.6,600.86,23.23,0,normal
119,39,26.48,45.64,0.4008,4671.0,653.49,21.76,0,normal
119,40,25.28,59.34,0.3945,2848.9,484.04,21.2,0,normal
119,41,57.61,61.74,0.8779,5449.2,677.41,24.6,0,normal
119,42,55.23,67.53,0.8255,10583.1,646.89,39.66,0,normal
119,43,50.28,44.78,0.9747,2189.8,560.34,27.85,0,normal
119,44,37.67,46.97,0.9435,7211.5,434.97,24.2,0,normal
119,45,22.32,49.43,0.8412,3335.8,570.41,30.01,0,normal
119,46,41.01,58.68,0.459,6390.2,436.61,31.58,0,normal
119,47,75.15,67.23,0.6375,10794.0,503.26,20.44,0,normal
119,48,55.34,65.52,0.9632,8357.2,378.2,24.83,0,normal
119,49,44.16,66.97,0.7372,4343.3,544.53,23.2,0,normal
120,0,41.07,47.25,0.4414,11703.6,459.62,24.54,1,thermal
120,1,73.64,44.28,0.9801,5708.6,545.25,28.91,1,thermal
120,2,52.15,66.5,0.5695,9330.0,548.64,22.78,1,thermal
120,3,45.61,55.11,0.8217,9737.6,541.73,29.36,1,thermal
120,4,21.87,58.22,0.3735,1952.2,471.92,33.03,1,thermal
120,5,43.8,61.78,0.5344,6645.8,697.68,25.78,1,thermal
120,6,42.72,40.67,0.8783,4595.0,649.95,33.98,1,thermal
120,7,35.6,40.04,0.3895,10488.2,472.03,38.83,1,thermal
120,8,79.13,61.96,0.615,1110.6,617.27,22.21,1,thermal
120,9,33.36,68.45,0.8405,9150.0,516.3,37.18,1,thermal
120,10,51.66,48.3,0.4509,9847.9,562.7,36.56,1,thermal
120,11,79.52,49.08,0.9299,2692.0,519.61,20.15,1,thermal
120,12,56.14,44.75,0.6536,1936.5,598.9,37.16,1,thermal
120,13,45.61,68.2,0.6906,1196.4,396.17,30.36,1,thermal
120,14,68.08,52.7,0.8851,3888.1,355.78,28.16,1,thermal
120,15,71.55,48.07,0.4845,5324.6,580.9,28.94,1,thermal
120,16,22.87,65.3,0.8424,3385.9,577.11,39.75,1,thermal
120,17,34.01,47.1,0.9563,9419.5,452.25,38.43,1,thermal
120,18,33.81,63.91,0.6168,6047.0,603.22,34.48,1,thermal
120,19,58.47,64.88,0.6969,6378.3,447.35,26.33,1,thermal
120,20,20.67,58.64,0.9728,6117.9,453.99,30.1,1,thermal
120,21,38.22,40.13,0.5454,5588.3,628.75,30.0,1,thermal
120,22,62.3,47.16,0.4785,5615.1,377.94,21.99,1,thermal
120,23,66.65,64.44,0.3963,5105.0,403.36,25.95,1,thermal
120,24,70.02,53.91,0.481,8745.4,501.13,25.6,1,thermal
120,25,57.95,60.91,0.9326,1970.0,461.47,38.65,1,thermal
120,26,72.11,56.65,0.4052,5474.1,495.97,27.9,1,thermal
120,27,74.76,54.06,0.5272,6165.9,583.94,37.36,1,thermal
120,28,46.5,40.48,0.7024,7374.2,471.5,24.58,1,thermal
120,29,33.32,64.18,0.8067,8718.1,439.74,25.6,1,thermal
120,30,50.65,76.54,0.5909,5239.2,353.56,25.42,1,thermal
120,31,73.61,83.31,0.8909,4384.7,648.43,26.36,1,thermal
120,32,27.62,82.08,0.4318,7489.5,671.11,33.2,1,thermal
120,33,57.4,81.46,0.3043,11339.6,640.82,31.91,1,thermal
120,34,21.89,79.03,0.5676,8798.9,674.04,35.41,1,thermal
120,35,45.95,77.48,0.5196,5278.6,430.21,31.46,1,thermal
120,36,45.73,80.88,0.7822,6652.3,493.98,39.4,1,thermal
120,37,21.8,76.81,0.3964,3342.9,625.37,30.24,1,thermal
120,38,32.12,79.49,0.8441,10771.2,657.21,37.0,1,thermal
120,39,51.0,89.9,0.4315,9681.7,525.06,34.65,1,thermal
120,40,44.54,78.77,0.9893,2713.3,415.2,39.39,1,thermal
120,41,54.3,84.69,0.5384,10362.3,696.03,26.43,1,thermal
120,42,73.38,81.16,0.4684,1835.6,655.25,24.39,1,thermal
120,43,61.64,89.06,0.4402,10300.6,637.82,36.72,1,thermal
120,44,56.93,82.33,0.7241,5320.5,692.96,36.92,1,thermal
120,45,51.99,87.29,0.9511,7779.2,605.72,28.4,1,thermal
120,46,33.52,80.3,0.4885,8533.6,440.62,32.95,1,thermal
120,47,59.2,77.79,0.8871,1477.9,621.0,21.68,1,thermal
120,48,60.95,77.14,0.9166,7544.2,352.73,35.42,1,thermal
120,49,37.4,85.92,0.7174,1778.5,402.57,37.25,1,thermal
121,0,58.45,54.87,0.8465,1641.9,603.32,23.88,0,normal
121,1,22.84,66.5,0.6689,2821.5,499.2,32.46,0,normal
121,2,66.05,56.0,0.4511,2445.5,421.53,26.69,0,normal
121,3,71.92,69.66,0.9878,9443.5,393.08,33.23,0,normal
121,4,26.47,61.96,0.6821,5609.8,375.63,32.02,0,normal
121,5,47.15,47.65,0.7368,5508.6,651.31,33.7,0,normal
121,6,45.78,63.32,0.9839,2912.0,504.09,30.29,0,normal
121,7,74.65,66.87,0.6699,8594.2,681.23,30.03,0,normal
121,8,52.02,48.94,0.6727,6782.8,630.1,32.4,0,normal
121,9,39.14,56.51,0.8407,7439.1,494.04,38.32,0,normal
121,10,78.02,52.97,0.6491,11786.0,465.05,27.42,0,normal
121,11,76.15,55.01,0.3046,10331.1,670.46,28.93,0,normal
121,12,34.91,40.62,0.7698,1332.6,582.55,24.42,0,normal
121,13,46.22,56.26,0.6747,1061.6,634.35,24.9,0,normal
121,14,74.81,64.37,0.9011,5988.8,376.1,25.32,0,normal
121,15,45.45,59.33,0.9746,11146.9,663.79,36.66,0,normal
121,16,55.61,61.58,0.5208,3119.8,497.39,28.23,0,normal
121,17,59.03,64.69,0.4772,7049.0,422.43,20.05,0,normal
121,18,47.92,52.75,0.6104,1310.2,531.69,37.24,0,normal
121,19,38.65,60.84,0.43,2970.4,693.27,24.33,0,normal
121,20,62.42,45.67,0.9684,5398.1,625.35,37.39,0,normal
121,21,30.07,45.41,0.8784,2986.9,529.56,30.53,0,normal
121,22,71.09,60.62,0.713,3225.9,581.9,28.81,0,normal
121,23,58.78,40.26,0.3904,2095.4,424.6,36.46,0,normal
121,24,48.02,64.4,0.3708,9789.7,628.12,39.48,0,normal
121,25,66.25,56.13,0.8512,1994.7,504.04,37.3,0,normal
121,26,60.57,63.04,0.6586,8197.7,548.88,31.82,0,normal
121,27,21.08,60.08,0.5089,3366.4,416.45,22.84,0,normal
121,28,57.9,54.04,0.4617,3129.2,367.8,24.77,0,normal
121,29,36.47,44.29,0.958,6245.5,547.95,21.62,0,normal
121,30,57.41,51.81,0.7597,3533.3,356.52,27.21,0,normal
121,31,30.81,52.44,0.8738,11880.4,573.47,29.66,0,normal
121,32,52.21,60.38,0.3516,3414.2,685.52,22.42,0,normal
121,33,67.57,53.71,0.6024,5365.8,692.88,35.64,0,normal
121,34,23.09,43.45,0.3598,4622.9,666.55,31.3,0,normal
121,35,30.11,41.94,0.9942,2254.2,570.11,37.6,0,normal
121,36,51.23,41.06,0.5458,10395.7,589.72,33.64,0,normal
121,37,34.16,63.67,0.7626,4703.0,366.47,37.48,0,normal
121,38,58.6,48.0,0.9583,2339.0,617.59,23.52,0,normal
121,39,46.81,49.32,0.8889,10260.5,687.42,20.47,0,normal
121,40,28.44,50.77,0.5743,5906.1,543.97,36.94,0,normal
121,41,32.83,60.13,0.3866,2863.6,460.04,30.96,0,normal
121,42,50.04,50.89,0.3084,6182.9,392.8,37.24,0,normal
121,43,43.19,66.31,0.622,9955.3,443.94,32.94,0,normal
121,44,46.06,62.59,0.7189,7736.0,663.46,22.21,0,normal
121,45,70.34,64.64,0.5929,7446.4,549.44,32.34,0,normal
121,46,37.3,45.99,0.8495,2627.9,395.25,30.53,0,normal
121,47,71.49,68.76,0.5115,3055.6,540.63,33.03,0,normal
121,48,52.7,42.93,0.5054,9546.9,692.44,36.36,0,normal
121,49,28.34,40.61,0.554,4091.4,354.43,27.85,0,normal
122,0,51.98,64.39,0.4717,9377.5,537.43,21.24,0,normal
122,1,60.75,49.06,0.6558,7632.0,415.92,26.34,0,normal
122,2,30.43,65.76,0.4664,3641.5,681.39,36.53,0,normal
122,3,58.09,44.51,0.8532,3520.4,628.19,22.08,0,normal
122,4,34.45,57.56,0.4115,2888.9,435.76,29.05,0,normal
122,5,73.2,43.53,0.4485,3331.0,425.74,24.97,0,normal
122,6,30.62,68.44,0.6068,4443.6,556.98,39.18,0,normal
122,7,70.27,58.34,0.9914,10334.3,632.74,23.38,0,normal
122,8,46.68,62.42,0.6604,8808.3,616.64,29.96,0,normal
122,9,37.31,49.45,0.4956,6324.5,390.65,29.9,0,normal
122,10,53.6,53.52,0.331,11274.0,485.13,28.15,0,normal
122,11,28.13,60.87,0.5423,9639.8,497.66,36.02,0,normal
122,12,51.6,56.67,0.6386,2641.0,361.15,25.64,0,normal
122,13,47.04,62.52,0.6932,10646.8,679.36,33.3,0,normal
122,14,47.87,68.86,0.8816,1075.1,687.29,35.43,0,normal
122,15,62.64,66.3,0.6253,10238.0,585.48,36.5,0,normal
122,16,31.73,55.34,0.882,3499.5,498.86,30.39,0,normal
122,17,23.65,49.1,0.6921,3805.0,626.57,38.96,0,normal
122,18,35.59,64.54,0.5281,5350.3,492.35,32.6,0,normal
122,19,66.99,65.39,0.9844,3675.1,656.83,38.06,0,normal
122,20,54.19,66.02,0.6845,4245.9,601.04,23.47,0,normal
122,21,48.18,67.93,0.5224,10820.8,445.91,34.7,0,normal
122,22,44.03,42.27,0.9898,6625.1,489.98,24.51,0,normal
122,23,61.98,42.02,0.9478,10273.7,359.6,34.39,0,normal
122,24,44.52,59.29,0.4865,1566.1,578.05,33.94,0,normal
122,25,41.72,55.33,0.7344,3464.6,470.26,33.34,0,normal
122,26,32.5,53.63,0.7697,2913.7,636.53,31.3,0,normal
122,27,63.81,68.17,0.4414,9647.3,425.97,36.25,0,normal
122,28,40.27,63.27,0.83,4325.6,354.01,33.43,0,normal
122,29,38.01,65.87,0.8901,10086.9,695.61,35.44,0,normal
122,30,37.13,40.11,0.3903,9695.4,571.37,39.94,0,normal
122,31,42.15,46.21,0.4361,9005.8,545.64,24.49,0,normal
122,32,43.95,49.39,0.4592,5045.0,550.06,20.11,0,normal
122,33,33.45,45.38,0.3618,8081.4,587.99,38.99,0,normal
122,34,76.1,45.03,0.925,10592.2,374.92,27.74,0,normal
122,35,30.96,48.47,0.4805,8324.5,492.42,36.61,0,normal
122,36,67.8,53.03,0.8502,9674.7,359.26,22.36,0,normal
122,37,26.4,44.77,0.5219,5531.2,485.8,21.26,0,normal
122,38,65.89,52.94,0.842,2152.5,694.49,20.33,0,normal
122,39,44.94,59.49,0.8281,3359.4,350.7,26.28,0,normal
122,40,56.4,44.49,0.9601,6111.9,514.78,28.53,0,normal
122,41,49.91,69.05,0.7625,9702.4,519.47,34.99,0,normal
122,42,74.81,53.42,0.7765,2391.0,634.38,20.84,0,normal
122,43,39.11,48.92,0.9388,6343.1,679.61,20.36,0,normal
122,44,51.24,50.22,0.8863,6437.9,586.05,29.42,0,normal
122,45,28.99,65.04,0.7124,7012.4,395.43,30.14,0,normal
122,46,25.08,55.91,0.3321,10473.4,458.79,29.37,0,normal
122,47,21.39,46.02,0.4235,10704.5,428.83,25.09,0,normal
122,48,44.1,53.18,0.494,4383.0,614.28,25.52,0,normal
122,49,48.29,61.17,0.6527,5566.3,601.34,36.37,0,normal
123,0,32.3,51.83,0.5832,10063.2,527.64,25.22,0,normal
123,1,36.86,46.98,0.9568,5291.8,672.28,25.58,0,normal
123,2,38.87,55.07,0.4418,7193.1,674.99,38.6,0,normal
123,3,73.46,40.75,0.9102,2505.8,430.89,21.41,0,normal
123,4,69.62,44.19,0.7407,8481.3,672.31,24.67,0,normal
123,5,20.97,52.41,0.3055,11687.5,605.96,29.72,0,normal
123,6,31.2,67.89,0.6355,10352.2,467.2,33.12,0,normal
123,7,20.79,50.92,0.7503,5355.3,618.37,38.89,0,normal
123,8,37.26,43.2,0.4862,6039.4,650.89,21.46,0,normal
123,9,48.3,67.43,0.9362,10975.2,643.66,28.77,0,normal
123,10,48.29,44.15,0.9418,10956.9,451.49,20.83,0,normal
123,11,40.51,54.5,0.6926,7377.2,521.12,34.57,0,normal
123,12,21.02,63.3,0.5209,2599.5,491.6,35.04,0,normal
123,13,68.1,68.93,0.8125,3585.4,589.21,33.35,0,normal
123,14,21.39,56.41,0.3554,2716.4,502.11,28.84,0,normal
123,15,57.73,67.75,0.9439,10737.1,562.32,30.4,0,normal
123,16,41.1,55.02,0.5228,8565.1,508.46,33.36,0,normal
123,17,74.31,58.64,0.8662,8295.1,588.21,37.37,0,normal
123,18,79.28,63.99,0.9714,6307.5,662.75,29.91,0,normal
123,19,22.0,53.44,0.7326,11782.8,612.43,33.59,0,normal
123,20,28.08,64.97,0.3337,5590.1,608.65,21.39,0,normal
123,21,25.29,54.06,0.7414,7169.1,416.44,23.75,0,normal
123,22,56.19,44.12,0.3981,6780.3,499.18,29.61,0,normal
123,23,39.53,63.42,0.8832,11036.6,488.29,23.13,0,normal
123,24,29.77,64.64,0.8795,7124.4,537.96,23.91,0,normal
123,25,24.26,44.18,0.891,11354.3,574.65,23.55,0,normal
123,26,41.55,46.74,0.9633,1617.3,505.28,20.15,0,normal
123,27,23.63,41.26,0.6298,3073.5,661.79,37.47,0,normal
123,28,30.95,69.25,0.5126,9857.2,428.7,35.04,0,normal
123,29,44.88,47.82,0.9962,7314.0,659.23,35.94,0,normal
123,30,55.88,62.83,0.3686,4003.5,477.52,26.53,0,normal
123,31,40.25,66.51,0.3417,4243.7,398.82,39.06,0,normal
123,32,29.16,45.0,0.4731,4150.7,647.66,22.44,0,normal
123,33,24.17,65.12,0.4014,5051.8,611.99,22.22,0,normal
123,34,74.13,68.52,0.4602,8391.7,529.95,26.31,0,normal
123,35,29.86,54.23,0.4016,8481.1,527.06,39.01,0,normal
123,36,66.96,52.94,0.9136,10151.5,523.99,29.63,0,normal
123,37,23.31,63.85,0.5358,3329.2,407.52,33.4,0,normal
123,38,51.4,65.47,0.8037,11201.1,459.12,22.65,0,normal
123,39,60.24,53.02,0.9037,11704.0,393.94,21.07,0,normal
123,40,36.72,55.38,0.849,11168.6,473.54,35.6,0,normal
123,41,35.35,46.07,0.5684,10548.3,636.11,30.17,0,normal
123,42,66.39,46.73,0.9556,11541.9,617.9,26.31,0,normal
123,43,74.02,40.96,0.4897,4948.1,437.47,38.52,0,normal
123,44,29.94,47.91,0.7604,8671.3,494.92,20.18,0,normal
123,45,62.11,52.6,0.399,5584.5,624.7,33.8,0,normal
123,46,79.79,45.45,0.4775,1326.0,389.46,20.9,0,normal
123,47,55.31,50.13,0.6431,2230.9,485.65,33.87,0,normal
123,48,67.15,67.3,0.9417,4398.6,609.19,24.23,0,normal
123,49,31.61,51.2,0.9398,10592.9,360.14,20.67,0,normal
124,0,55.7,57.47,0.8949,9655.5,570.29,23.46,0,normal
124,1,24.55,55.4,0.4846,8596.5,646.79,32.54,0,normal
124,2,48.91,43.56,0.9147,6510.1,664.22,31.35,0,normal
124,3,52.6,68.35,0.58,8876.0,566.94,37.4,0,normal
124,4,49.59,45.28,0.5685,4225.4,585.71,30.32,0,normal
124,5,20.15,63.27,0.7451,3941.2,587.27,23.62,0,normal
124,6,43.69,45.06,0.6447,9688.2,534.07,28.76,0,normal
124,7,44.59,60.37,0.8015,11188.0,520.58,23.8,0,normal
124,8,46.45,40.7,0.3434,4766.6,388.16,30.05,0,normal
124,9,48.67,45.7,0.4643,6178.5,397.34,38.52,0,normal
124,10,55.23,62.76,0.7411,1536.9,410.73,20.81,0,normal
124,11,51.51,47.69,0.8484,3945.0,646.15,33.98,0,normal
124,12,64.6,45.29,0.6099,3768.0,603.63,38.42,0,normal
124,13,22.45,45.5,0.4077,5149.6,649.77,23.81,0,normal
124,14,57.49,50.79,0.7041,1474.4,434.98,37.64,0,normal
124,15,34.37,69.64,0.3765,10519.1,640.06,36.03,0,normal
124,16,58.05,40.55,0.901,1316.1,376.11,28.51,0,normal
124,17,70.12,59.03,0.6775,8082.0,641.17,26.12,0,normal
124,18,55.31,66.08,0.7569,11483.8,684.93,35.1,0,normal
124,19,48.8,62.44,0.9372,2717.2,646.35,27.97,0,normal
124,20,22.21,49.09,0.9856,2337.8,579.82,31.53,0,normal
124,21,44.53,43.24,0.8595,3188.9,532.15,38.29,0,normal
124,22,24.12,53.88,0.987,6649.1,597.82,36.28,0,normal
124,23,28.64,63.01,0.7342,4755.9,503.34,28.37,0,normal
124,24,23.98,52.23,0.3917,9243.4,687.84,25.27,0,normal
124,25,28.53,48.54,0.7369,1487.2,374.4,39.78,0,normal
124,26,76.91,42.48,0.341,4274.8,388.93,22.14,0,normal
124,27,69.86,69.9,0.6506,3755.0,543.89,28.75,0,normal
124,28,29.86,60.11,0.9315,5169.3,535.3,28.74,0,normal
124,29,53.7,58.19,0.6557,1879.3,637.07,27.44,0,normal
124,30,32.16,51.51,0.5314,5797.5,546.94,37.89,0,normal
124,31,66.74,65.47,0.4657,11464.9,429.99,22.07,0,normal
124,32,25.42,58.04,0.4075,8808.1,501.55,22.52,0,normal
124,33,31.45,65.67,0.7056,2551.9,527.61,38.83,0,normal
124,34,47.9,47.82,0.5455,8146.5,475.68,35.41,0,normal
124,35,77.62,54.58,0.4788,10545.4,638.91,39.08,0,normal
124,36,73.03,42.82,0.8968,7024.0,439.7,28.4,0,normal
124,37,35.78,66.65,0.7541,8584.5,596.23,25.87,0,normal
124,38,49.74,69.41,0.7229,6729.2,440.47,39.43,0,normal
124,39,58.99,58.34,0.929,7836.4,592.21,24.43,0,normal
124,40,25.5,53.57,0.9332,2523.7,516.42,21.27,0,normal
124,41,65.52,68.18,0.7984,10849.1,661.75,34.01,0,normal
124,42,45.74,49.55,0.3792,8801.1,424.06,31.47,0,normal
124,43,32.27,40.34,0.9705,8856.5,627.0,37.21,0,normal
124,44,26.69,63.17,0.677,11701.4,656.83,36.82,0,normal
124,45,47.46,41.62,0.6356,2057.0,649.35,29.74,0,normal
124,46,63.32,62.41,0.9897,2092.4,421.8,32.29,0,normal
124,47,65.91,62.75,0.7729,1000.8,644.62,31.94,0,normal
124,48,38.11,44.72,0.6005,1081.2,466.23,28.53,0,normal
124,49,39.5,47.5,0.5405,8979.5,633.76,36.89,0,normal
125,0,35.66,49.56,0.5723,8012.4,354.36,29.59,0,normal
125,1,25.07,53.28,0.587,8448.8,412.36,24.26,0,normal
125,2,20.24,49.11,0.931,9472.0,437.07,37.78,0,normal
125,3,28.17,66.75,0.3333,8581.9,358.1,29.11,0,normal
125,4,40.86,69.1,0.6477,11524.0,548.15,31.81,0,normal
125,5,79.85,69.32,0.8,11275.3,381.3,34.69,0,normal
125,6,29.94,69.94,0.7847,5176.9,354.3,38.18,0,normal
